step,s_current,x_err,y_err,mag,cmd_x_pair,cmd_y_pair,tip_x,tip_y,tip_z
565,0.163200,0.11643,-0.04963,0.12656,0.003015,-0.000085,0.073074,0.000269,0.174945
566,0.163400,0.11668,-0.05947,0.13096,0.002922,-0.000037,0.073284,0.000278,0.175063
567,0.163600,0.07585,-0.04779,0.08965,0.002861,0.000001,0.073493,0.000275,0.175204
568,0.163800,0.06669,-0.05844,0.08867,0.002808,0.000048,0.073700,0.000258,0.175356
569,0.164000,0.05621,-0.07824,0.09634,0.002763,0.000110,0.073906,0.000214,0.175515
570,0.164200,0.02996,-0.07245,0.07840,0.002763,0.000110,0.074111,0.000156,0.175666
571,0.164400,0.00597,-0.07771,0.07794,0.002763,0.000110,0.074317,0.000099,0.175800
572,0.164600,0.00167,-0.07170,0.07172,0.002763,0.000110,0.074524,0.000045,0.175916
573,0.164800,-0.03332,-0.05951,0.06821,0.002763,0.000110,0.074731,-0.000006,0.176016
574,0.165000,-0.04379,-0.06049,0.07467,0.002763,0.000110,0.074943,-0.000054,0.176096
575,0.165200,-0.08370,-0.04220,0.09374,0.002830,0.000144,0.075159,-0.000108,0.176142
576,0.165400,-0.10353,-0.04758,0.11394,0.002913,0.000182,0.075377,-0.000177,0.176148
577,0.165600,-0.11130,-0.04542,0.12021,0.003002,0.000218,0.075597,-0.000261,0.176106
578,0.165800,-0.09567,-0.03292,0.10118,0.003078,0.000245,0.075821,-0.000356,0.176012
579,0.166000,-0.08310,0.00504,0.08325,0.003145,0.000241,0.076046,-0.000453,0.175875
580,0.166200,-0.05487,0.00641,0.05525,0.003145,0.000241,0.076271,-0.000543,0.175717
581,0.166400,-0.06255,0.01375,0.06404,0.003145,0.000241,0.076496,-0.000627,0.175556
582,0.166600,-0.04153,0.02451,0.04822,0.003145,0.000241,0.076719,-0.000706,0.175392
583,0.166800,-0.02192,0.05195,0.05639,0.003145,0.000241,0.076944,-0.000781,0.175223
584,0.167000,-0.02057,0.05673,0.06034,0.003145,0.000241,0.077170,-0.000850,0.175050
585,0.167200,-0.00937,0.07261,0.07321,0.003145,0.000241,0.077395,-0.000915,0.174875
586,0.167400,0.00280,0.11764,0.11768,0.003143,0.000147,0.077618,-0.000951,0.174701
587,0.167600,0.02953,0.10169,0.10589,0.003119,0.000065,0.077841,-0.000951,0.174532
588,0.167800,0.05845,0.10598,0.12104,0.003072,-0.000020,0.078063,-0.000915,0.174381
589,0.168000,0.07999,0.10630,0.13303,0.003008,-0.000105,0.078284,-0.000838,0.174254
590,0.168200,0.07804,0.08151,0.11284,0.002946,-0.000170,0.078504,-0.000725,0.174156
